,sigma8,Omega_cdm,Omega_b,h,n_s
10546,0.8155026,0.258244411177263,0.04885797792033076,0.6795166,0.9659353
10547,0.8131577,0.260927602851159,0.04910382042145746,0.6771240000000001,0.963863
10548,0.8095256,0.26129212886905884,0.04913415220741615,0.6769775,0.9664666
10549,0.8093921,0.25619093668844406,0.04845473856791623,0.6800537,0.9716864
10550,0.8073712,0.24772352554064125,0.04779464634090676,0.6872314,0.9734356
10551,0.8089416,0.24751814328425642,0.04783742729128657,0.6870850000000001,0.9742593
10552,0.8117911,0.2515913934809876,0.04844599926595866,0.6842041000000001,0.9679107
10553,0.8037666,0.25432916141713624,0.048732177090049,0.6819092000000001,0.9656037
10554,0.8076254,0.25794057583692154,0.04906485478460171,0.6794678000000001,0.9612864
10555,0.8083042,0.2618838529960321,0.04926084035537297,0.6756592,0.9589412
10556,0.804971,0.2602081192955802,0.04906629250988156,0.6769775,0.9587595
10557,0.8015049,0.2622630182446601,0.049170104983254956,0.674585,0.9585841
10558,0.8055499,0.26451472218413,0.04940722543663989,0.6727295,0.9575082
10559,0.802748,0.2671914591314464,0.0496211028523773,0.6710693000000001,0.9561291
10560,0.8044558,0.2653804616828491,0.04936588206282246,0.672583,0.9563574
10561,0.8043568,0.2651223697310007,0.04934122386491252,0.6727295,0.9567931
10562,0.8057821,0.25774650166765656,0.04903011086108133,0.6800049,0.9613603
10563,0.8059522,0.25917435663365584,0.04893995605625511,0.6793701,0.961422
10564,0.8063469,0.25980707434133204,0.04897802183257296,0.678833,0.9610272
10565,0.8194385,0.2577467776278212,0.04882201181129685,0.6807373,0.9674976
10566,0.821529,0.2593373248072281,0.04885175890992272,0.6792235999999999,0.9684561
10567,0.8133367,0.25865363062451546,0.048663038613535235,0.6796142999999999,0.9681522
10568,0.8169041,0.2591460205232928,0.048770663858635245,0.6790282999999999,0.9705862
10569,0.8169034,0.25914276728774327,0.04877044697626528,0.6790282999999999,0.9705956
10570,0.8148656,0.25786037517677346,0.04880585969397362,0.6804443,0.971839
10571,0.8146252,0.2570593285881922,0.04873404354723278,0.6810303000000001,0.9719236
10572,0.8087021,0.2579794591445679,0.048959132702647824,0.6799561,0.9697727
10573,0.8121,0.2625084142019745,0.04932091251636182,0.676001,0.9708745
10574,0.8197532,0.26968305602789205,0.049835382125254415,0.6701416,0.9633443
10575,0.824342,0.2673734211020236,0.04998075952865868,0.6725342000000001,0.9647955
10576,0.8204545,0.26248230555261787,0.0495459654269535,0.6759033,0.9656054
10577,0.8237146,0.2624210156547456,0.049520355005342596,0.6759033,0.9648162
10578,0.8200143,0.25332904541654055,0.04864728429037575,0.6835693,0.9704574
10579,0.8176634,0.253243827922561,0.04865917216302334,0.6840576,0.9677281
10580,0.8132058,0.2532469447672228,0.04872539780063247,0.6838135,0.9662326
10581,0.8145378,0.2544072448667295,0.048759672350912005,0.6827392999999999,0.9656304
